window_start,reconstruction_mse,is_reconstruction_anomaly,split,stabilized_flow_log_feature_reconstruction_mse,is_stabilized_flow_log_feature_channel_anomaly,dominant_anomalous_feature
2024-06-21 06:45:00,0.18410695,False,test,0.18410695,False,stabilized_flow_log_feature
2024-06-23 06:45:00,0.03712115,False,test,0.03712115,False,stabilized_flow_log_feature
2024-10-21 18:45:00,0.15097581,False,test,0.15097581,False,stabilized_flow_log_feature
2024-10-22 06:45:00,0.13496268,False,test,0.13496268,False,stabilized_flow_log_feature
2024-10-22 18:45:00,0.12828517,False,test,0.12828517,False,stabilized_flow_log_feature
2024-10-23 06:45:00,0.12819146,False,test,0.12819146,False,stabilized_flow_log_feature
2024-10-23 18:45:00,0.11534389,False,test,0.11534389,False,stabilized_flow_log_feature
2024-10-24 06:45:00,0.10764744,False,test,0.10764744,False,stabilized_flow_log_feature
2024-10-24 18:45:00,0.099422365,False,test,0.099422365,False,stabilized_flow_log_feature
2024-10-25 06:45:00,0.106076755,False,test,0.106076755,False,stabilized_flow_log_feature
2024-10-25 18:45:00,0.51431376,False,test,0.51431376,False,stabilized_flow_log_feature
2024-10-26 18:45:00,0.07607145,False,test,0.07607145,False,stabilized_flow_log_feature
2024-10-27 06:45:00,0.095827855,False,test,0.095827855,False,stabilized_flow_log_feature
